asin,is_sponsored,brand,name,url,thumbnail,rating,total_ratings,price,list_price,price_per_unit,typical_price,currency,currency_symbol,offer_info,is_prime,shipping_info,retailer_badge,seller_info,more_buying_choices,past_month_bought
,True,,"OKP Robot Vacuum Cleaner 2500Pa, 120 Min Runtime, Robotic Vacuum Cleaner with Schedule, WiFi/App/Alexa, Self-Charging, Slim Design, Quiet, Perfect for Hard Floors, Pet Hair, Carpets, K5 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjA4NTkyMzcxMjIwMTE3OjE3MzEzMjYzOTg6c3BfbXRmOjMwMDA0ODYzMDk3MzAwMjo6MDo6&url=%2FOKP-Personalized-Recommendations-Self-Charging-Compatible%2Fdp%2FB09CGB62LK%2Fref%3Dsr_1_611_sspa%3Fcrid%3DZQUKN82BYXWN%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326398%26sprefix%3Dro%252Caps%252C292%26sr%3D8-611-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61oOsLUuZCL._AC_UY218_.jpg,,4981.0,99.99,,,209.99,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,100+
,True,,"HONITURE Robot Vacuum and Mop Combo,V8 Pro Robot Vacuum Cleaner with 5000Pa Max Suction,Laser Navigator Robotic Vacuums with 180 Mins Run Time,Self-Charging,App Control,Ideal for Pet Hair ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjA4NTkyMzcxMjIwMTE3OjE3MzEzMjYzOTg6c3BfbXRmOjMwMDQ4MDk1MTM5MDIwMjo6MDo6&url=%2FHONITURE-V8-Pro-Navigator-Self-Charging%2Fdp%2FB0CX4WBMG9%2Fref%3Dsr_1_612_sspa%3Fcrid%3DZQUKN82BYXWN%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326398%26sprefix%3Dro%252Caps%252C292%26sr%3D8-612-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/81GhXCSszaL._AC_UY218_.jpg,,345.0,199.99,,,,USD,$,$40.00 off coupon appliedSave $40.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$40.00 off coupon appliedSave $40.00with coupon']",,,,300+
,True,,"Lefant Robot Vacuum Cleaner Slim Quiet,2200Pa Powerful Suction,120 Mins Runtime,6 Cleaning Modes,Wi-Fi/App/Alexa,Self-Charging Pet Hair Robotic Vacuum Ideal for Hard Floor,Low-Pile Carpet,M210 Pro ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjA4NTkyMzcxMjIwMTE3OjE3MzEzMjYzOTg6c3BfYnRmOjMwMDM3ODY3OTYzNTgwMjo6MDo6&url=%2FLefant-Powerful-Cleaning-Self-Charging-Low-Pile%2Fdp%2FB0CYT1MLKX%2Fref%3Dsr_1_613_sspa%3Fcrid%3DZQUKN82BYXWN%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326398%26sprefix%3Dro%252Caps%252C292%26sr%3D8-613-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/61CFpLTgHAL._AC_UY218_.jpg,,1956.0,99.99,,,117.99,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,100+
,True,,"Robot Vacuum and Mop Cleaner with 4500Pa Suction, Advanced 3D Obstacle Avoidance, Next-Generation Smart APP & Voice Control Robotic Vacuum, Automatic Aspirdora for Home Hard Floor, Pet Hair ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjA4NTkyMzcxMjIwMTE3OjE3MzEzMjYzOTg6c3BfYnRmOjMwMDUyOTc5MDQ1MzAwMjo6MDo6&url=%2FVIPSUN-Avoidance-Next-Generation-Automatic-Aspirdora%2Fdp%2FB0D7MZ5PNN%2Fref%3Dsr_1_614_sspa%3Fcrid%3DZQUKN82BYXWN%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326398%26sprefix%3Dro%252Caps%252C292%26sr%3D8-614-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/61itsOLfU0L._AC_UY218_.jpg,,41.0,119.99,,,149.99,USD,$,$10.00 off coupon appliedSave $10.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$10.00 off coupon appliedSave $10.00with coupon']",Limited time deal,,,100+
,True,,"Lefant Robot Vacuum Cleaner, Strong Suction, 120 Mins Runtime, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfYXRmX25leHQ6MzAwMTE5MjgzNzQ4MTAyOjowOjo&url=%2FLefant-M210-Cleaner-Automatic-Self-Charging%2Fdp%2FB08R9LK9K3%2Fref%3Dsr_1_625_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-625-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61SeSmghSVL._AC_UY218_.jpg,,13875.0,88.88,199.99,,,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryTomorrow, Nov 12']",Limited time deal,,,2K+
,True,,"OKP Life K2 Robot Vacuum Cleaner 1800 mAh, Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfYXRmX25leHQ6MzAwMTg2OTU4NzM3MzAyOjowOjo&url=%2FOKP-K2-Robot-Vacuum-Cleaner%2Fdp%2FB08P2T2NXH%2Fref%3Dsr_1_626_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-626-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61dAEVab8vL._AC_UY218_.jpg,,14835.0,89.98,189.99,,,USD,$,,False,['FREE delivery'],Limited time deal,,,300+
,True,,"Tikom Robot Vacuum and Mop, L8000 Laser LiDAR Navigation Robotic Vacuum, 150Mins Max, 45dB, 14 No-Go Zones, 20 Virtual Walls, Self-Charging, Good for Pet Hair, Carpet, Hard Floor, White ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfbXRmOjMwMDI2MDYyMzY4MDQwMjo6MDo6&url=%2FTikom-L8000-Navigation-Robotic-Self-Charging%2Fdp%2FB0D2H7RZBZ%2Fref%3Dsr_1_627_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-627-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71EGQdGwizL._AC_UY218_.jpg,,880.0,119.99,189.99,,,USD,$,$20.00 off coupon appliedSave $20.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryTomorrow, Nov 12', '$20.00 off coupon appliedSave $20.00with coupon']",Limited time deal,,,100+
,True,,"ILIFE V3s Pro Robot Vacuum Cleaner, Tangle-free Suction , Slim, Automatic Self-Charging Robotic Vacuum Cleaner, Daily Schedule Cleaning, Ideal For Pet Hair，Hard Floor and Low Pile Carpet,Pearl White ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfbXRmOjMwMDA4ODgwNTUxOTkwMjo6MDo6&url=%2FILIFE-Robotic-Powerful-Tangle-free-Planning%2Fdp%2FB06Y56NDF4%2Fref%3Dsr_1_628_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-628-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51ohDLYtzDL._AC_UY218_.jpg,,23308.0,159.99,,,,USD,$,$50.00 off coupon appliedSave $50.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryTomorrow, Nov 12', '$50.00 off coupon appliedSave $50.00with coupon']",,,,600+
,True,,"OKP K3 Robot Vacuum Cleaner Self-Charging Robotic Vacuum Cleaner with 2000Pa Strong Suction Voice Control for Hardfloor and Carpet,Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfYnRmOjMwMDIxNjI5MTIwNzIwMjo6MDo6&url=%2FOKP-Cleaner-WiFi-Connected-Self-Charging-Hardfloor%2Fdp%2FB0915YCWD3%2Fref%3Dsr_1_629_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-629-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81L27fi5fYL._AC_UY218_.jpg,,3248.0,99.99,,,,USD,$,Join Prime to buy this item at $69.99,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', 'Join Prime to buy this item at $69.99']",,,,200+
,True,,"HONITURE Robot Vacuum and Mop Combo,V8 Pro Robot Vacuum Cleaner with 5000Pa Max Suction,Laser Navigator Robotic Vacuums with 180 Mins Run Time,Self-Charging,App Control,Ideal for Pet Hair ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2OTMwNzUwMjA4NTE0NzgxOjE3MzEzMjY0MDY6c3BfYnRmOjMwMDQ4MDk1MTM5MDIwMjo6MDo6&url=%2FHONITURE-V8-Pro-Navigator-Self-Charging%2Fdp%2FB0CX4WBMG9%2Fref%3Dsr_1_630_sspa%3Fcrid%3DUATPOPD5AK3D%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326406%26sprefix%3Dro%252Caps%252C292%26sr%3D8-630-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81GhXCSszaL._AC_UY218_.jpg,,345.0,199.99,,,,USD,$,$40.00 off coupon appliedSave $40.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$40.00 off coupon appliedSave $40.00with coupon']",,,,300+
,True,,"OKP Robot Vacuum Cleaner 2500Pa, 120 Min Runtime, Robotic Vacuum Cleaner with Schedule, WiFi/App/Alexa, Self-Charging, Slim Design, Quiet, Perfect for Hard Floors, Pet Hair, Carpets, K5 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfYXRmX25leHQ6MzAwMDQ4NzAwMzEyODAyOjowOjo&url=%2FOKP-Personalized-Recommendations-Self-Charging-Compatible%2Fdp%2FB09CGB62LK%2Fref%3Dsr_1_641_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-641-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61oOsLUuZCL._AC_UY218_.jpg,,4981.0,99.99,,,209.99,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,100+
,True,,"Lefant Robot Vacuum Cleaner, Strong Suction, 120 Mins Runtime, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfYXRmX25leHQ6MzAwMTE5MjgzNzQ4MTAyOjowOjo&url=%2FLefant-M210-Cleaner-Automatic-Self-Charging%2Fdp%2FB08R9LK9K3%2Fref%3Dsr_1_642_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-642-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61SeSmghSVL._AC_UY218_.jpg,,13875.0,88.88,199.99,,,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,2K+
,True,,"OKP Life K2 Robot Vacuum Cleaner 1800 mAh, Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfbXRmOjMwMDE4Njk1ODczNzMwMjo6MDo6&url=%2FOKP-K2-Robot-Vacuum-Cleaner%2Fdp%2FB08P2T2NXH%2Fref%3Dsr_1_643_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-643-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61dAEVab8vL._AC_UY218_.jpg,,14835.0,89.98,189.99,,,USD,$,,False,['FREE delivery'],Limited time deal,,,300+
,True,,"ILIFE V3s Pro Robot Vacuum Cleaner, Tangle-free Suction , Slim, Automatic Self-Charging Robotic Vacuum Cleaner, Daily Schedule Cleaning, Ideal For Pet Hair，Hard Floor and Low Pile Carpet,Pearl White ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfbXRmOjMwMDA4ODgwNTUxOTkwMjo6MDo6&url=%2FILIFE-Robotic-Powerful-Tangle-free-Planning%2Fdp%2FB06Y56NDF4%2Fref%3Dsr_1_644_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-644-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51ohDLYtzDL._AC_UY218_.jpg,,23308.0,159.99,,,,USD,$,$50.00 off coupon appliedSave $50.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$50.00 off coupon appliedSave $50.00with coupon']",,,,600+
,True,,"HONITURE Robot Vacuum and Mop Combo,V8 Pro Robot Vacuum Cleaner with 5000Pa Max Suction,Laser Navigator Robotic Vacuums with 180 Mins Run Time,Self-Charging,App Control,Ideal for Pet Hair ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfYnRmOjMwMDQ4MDk1MTM5MDIwMjo6MDo6&url=%2FHONITURE-V8-Pro-Navigator-Self-Charging%2Fdp%2FB0CX4WBMG9%2Fref%3Dsr_1_645_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-645-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81GhXCSszaL._AC_UY218_.jpg,,345.0,199.99,,,,USD,$,$40.00 off coupon appliedSave $40.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$40.00 off coupon appliedSave $40.00with coupon']",,,,300+
,True,,"OKP K3 Robot Vacuum Cleaner Self-Charging Robotic Vacuum Cleaner with 2000Pa Strong Suction Voice Control for Hardfloor and Carpet,Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNjg4NjMzMjU2MDE2MDA0OjE3MzEzMjY0MTY6c3BfYnRmOjMwMDIxNjI5MTIwNzIwMjo6MDo6&url=%2FOKP-Cleaner-WiFi-Connected-Self-Charging-Hardfloor%2Fdp%2FB0915YCWD3%2Fref%3Dsr_1_646_sspa%3Fcrid%3D8M78X2QJ0ZRL%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326415%26sprefix%3Dro%252Caps%252C292%26sr%3D8-646-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81L27fi5fYL._AC_UY218_.jpg,,3248.0,99.99,,,,USD,$,Join Prime to buy this item at $69.99,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', 'Join Prime to buy this item at $69.99']",,,,200+
,True,,"OKP Robot Vacuum Cleaner 2500Pa, 120 Min Runtime, Robotic Vacuum Cleaner with Schedule, WiFi/App/Alexa, Self-Charging, Slim Design, Quiet, Perfect for Hard Floors, Pet Hair, Carpets, K5 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfYXRmX25leHQ6MzAwMDQ4NzAwMzEyODAyOjowOjo&url=%2FOKP-Personalized-Recommendations-Self-Charging-Compatible%2Fdp%2FB09CGB62LK%2Fref%3Dsr_1_657_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-657-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61oOsLUuZCL._AC_UY218_.jpg,,4981.0,99.99,,,209.99,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,100+
,True,,"Lefant Robot Vacuum Cleaner, Strong Suction, 120 Mins Runtime, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfYXRmX25leHQ6MzAwMTE5MjgzNzQ4MTAyOjowOjo&url=%2FLefant-M210-Cleaner-Automatic-Self-Charging%2Fdp%2FB08R9LK9K3%2Fref%3Dsr_1_658_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-658-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61SeSmghSVL._AC_UY218_.jpg,,13875.0,88.88,199.99,,,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,2K+
,True,,"OKP Life K2 Robot Vacuum Cleaner 1800 mAh, Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfbXRmOjMwMDE4Njk1ODczNzMwMjo6MDo6&url=%2FOKP-K2-Robot-Vacuum-Cleaner%2Fdp%2FB08P2T2NXH%2Fref%3Dsr_1_659_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-659-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61dAEVab8vL._AC_UY218_.jpg,,14835.0,89.98,189.99,,,USD,$,,False,['FREE delivery'],Limited time deal,,,300+
,True,,"Tikom Robot Vacuum and Mop, L8000 Laser LiDAR Navigation Robotic Vacuum, 150Mins Max, 45dB, 14 No-Go Zones, 20 Virtual Walls, Self-Charging, Good for Pet Hair, Carpet, Hard Floor, White ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfbXRmOjMwMDI2MDYyMzY4MDQwMjo6MDo6&url=%2FTikom-L8000-Navigation-Robotic-Self-Charging%2Fdp%2FB0D2H7RZBZ%2Fref%3Dsr_1_660_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-660-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71EGQdGwizL._AC_UY218_.jpg,,880.0,119.99,189.99,,,USD,$,$20.00 off coupon appliedSave $20.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$20.00 off coupon appliedSave $20.00with coupon']",Limited time deal,,,100+
,True,,"ILIFE V3s Pro Robot Vacuum Cleaner, Tangle-free Suction , Slim, Automatic Self-Charging Robotic Vacuum Cleaner, Daily Schedule Cleaning, Ideal For Pet Hair，Hard Floor and Low Pile Carpet,Pearl White ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfYnRmOjMwMDA4ODgwNTUxOTkwMjo6MDo6&url=%2FILIFE-Robotic-Powerful-Tangle-free-Planning%2Fdp%2FB06Y56NDF4%2Fref%3Dsr_1_661_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-661-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/51ohDLYtzDL._AC_UY218_.jpg,,23308.0,159.99,,,,USD,$,$50.00 off coupon appliedSave $50.00with coupon,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', '$50.00 off coupon appliedSave $50.00with coupon']",,,,600+
,True,,"OKP K3 Robot Vacuum Cleaner Self-Charging Robotic Vacuum Cleaner with 2000Pa Strong Suction Voice Control for Hardfloor and Carpet,Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzIyNDcyNDUyODA1NTU0OjE3MzEzMjY0MjM6c3BfYnRmOjMwMDIxNjI5MTIwNzIwMjo6MDo6&url=%2FOKP-Cleaner-WiFi-Connected-Self-Charging-Hardfloor%2Fdp%2FB0915YCWD3%2Fref%3Dsr_1_662_sspa%3Fcrid%3DB0OD1XOXRG0O%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326423%26sprefix%3Dro%252Caps%252C292%26sr%3D8-662-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81L27fi5fYL._AC_UY218_.jpg,,3248.0,99.99,,,,USD,$,Join Prime to buy this item at $69.99,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13', 'Join Prime to buy this item at $69.99']",,,,200+
,True,,Dyson 360 Vis Nav Robot Vacuum ,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzE1NzAyMjI0NzAyMDU0OjE3MzEzMjY0MzE6c3BfYXRmX25leHQ6MzAwMTUzNjQ0Mzc3NDAyOjowOjo&url=%2FDyson-360-Vis-Robot-Vacuum%2Fdp%2FB0CT95LTCJ%2Fref%3Dsr_1_673_sspa%3Fcrid%3DHMQIL1XVX7BH%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326431%26sprefix%3Dro%252Caps%252C292%26sr%3D8-673-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/71yUXv1qt0L._AC_UY218_.jpg,,64.0,,,,,,,,False,"['FREE deliveryWed, Nov 13', 'Only 11 left in stock - order soon.']",,,,100+
,True,,"OKP Robot Vacuum Cleaner 2500Pa, 120 Min Runtime, Robotic Vacuum Cleaner with Schedule, WiFi/App/Alexa, Self-Charging, Slim Design, Quiet, Perfect for Hard Floors, Pet Hair, Carpets, K5 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzE1NzAyMjI0NzAyMDU0OjE3MzEzMjY0MzE6c3BfYXRmX25leHQ6MzAwMDQ4NjMwOTczMDAyOjowOjo&url=%2FOKP-Personalized-Recommendations-Self-Charging-Compatible%2Fdp%2FB09CGB62LK%2Fref%3Dsr_1_674_sspa%3Fcrid%3DHMQIL1XVX7BH%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326431%26sprefix%3Dro%252Caps%252C292%26sr%3D8-674-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,https://m.media-amazon.com/images/I/61oOsLUuZCL._AC_UY218_.jpg,,4981.0,99.99,,,209.99,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryWed, Nov 13']",Limited time deal,,,100+
,True,,"Lefant Robot Vacuum Cleaner, Strong Suction, 120 Mins Runtime, Slim, Low Noise, Automatic Self-Charging, Wi-Fi/App/Alexa Control, Ideal for Pet Hair Hard Floor and Daily Cleaning, M210 ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzE1NzAyMjI0NzAyMDU0OjE3MzEzMjY0MzE6c3BfbXRmOjMwMDExOTI4Mzc0ODEwMjo6MDo6&url=%2FLefant-M210-Cleaner-Automatic-Self-Charging%2Fdp%2FB08R9LK9K3%2Fref%3Dsr_1_675_sspa%3Fcrid%3DHMQIL1XVX7BH%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326431%26sprefix%3Dro%252Caps%252C292%26sr%3D8-675-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61SeSmghSVL._AC_UY218_.jpg,,13875.0,88.88,199.99,,,USD,$,,False,"['FREE deliverySat, Nov 16', 'Or fastest deliveryTomorrow, Nov 12']",Limited time deal,,,2K+
,True,,"OKP Life K2 Robot Vacuum Cleaner 1800 mAh, Blue ",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MzE1NzAyMjI0NzAyMDU0OjE3MzEzMjY0MzE6c3BfbXRmOjMwMDE4Njk1ODczNzMwMjo6MDo6&url=%2FOKP-K2-Robot-Vacuum-Cleaner%2Fdp%2FB08P2T2NXH%2Fref%3Dsr_1_676_sspa%3Fcrid%3DHMQIL1XVX7BH%26keywords%3Drobot%2Bvacuum%2Bcleaner%26qid%3D1731326431%26sprefix%3Dro%252Caps%252C292%26sr%3D8-676-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61dAEVab8vL._AC_UY218_.jpg,,14835.0,89.98,189.99,,,USD,$,,False,['FREE delivery'],Limited time deal,,,300+
