name,url,thumbnail,rating,total_ratings,price,currency,currency_symbol,is_sponsored,past_month_bought
"roborock Q8 Max Robot Vacuum and Mop Cleaner, DuoRoller Brush, 5500Pa Strong Suction, Lidar Navigation, Obstacle Avoidance, Multi-Level Mapping, Perfect for Pet Hair ",https://www.amazon.com/roborock-Q8-Max-Navigation-Multi-Level/dp/B0C7VBXHS8,https://m.media-amazon.com/images/I/61+6UQAWAQL._AC_UY218_.jpg,4.4,3653,399.99,USD,$,False,500+
"ILIFE V5s Plus Robot Vacuum and Mop Combo, Works with 2.4G WiFi, Alexa/App/Remote Control, Automatic Self-Charging Robotic Vacuum Cleaner, for Pet Hair, Hard Floor, Low Carpet (V5s Pro Upgraded) ",https://www.amazon.com/ILIFE-Automatic-Self-Charging-Robotic-Schedule/dp/B0BG6YVCK9,https://m.media-amazon.com/images/I/71qn3Ub5aOL._AC_UY218_.jpg,4.1,13427,159.99,USD,$,False,400+
"Robot Vacuum and Mop Combo, 4200Pa Powerful Robotic Vacuum Cleaner with Self-Charging, Home Automatic Robot Aspiradora for Hardwood Floor, Low Carpet, Pet Hair, App&Voice&Remote Control ",https://www.amazon.com/Tipdiy-Powerful-Self-Charging-Automatic-Aspiradora/dp/B0D31NCH8H,https://m.media-amazon.com/images/I/71JXnryw-jL._AC_UY218_.jpg,4.1,249,119.99,USD,$,False,1K+
"Shark RV2502AE/RV2520A AI Ultra Robot Vacuum with XL HEPA Self-Empty Base, Bagless, 60-Day Capacity, LIDAR Navigation, Smart Home Mapping, UltraClean, Perfect for Pet Hair, Black (Renewed) ",https://www.amazon.com/Shark-Self-Empty-Navigation-UltraClean-Compatible/dp/B09WZQ5M61,https://m.media-amazon.com/images/I/61pWCPgcANL._AC_UY218_.jpg,3.9,90,260.28,USD,$,False,50+
"roborock Q7 Max+ Robot Vacuum Cleaner, Hands-Free Cleaning for up to 7 Weeks, Robotic Vacuum with APP-Controlled Mopping, 4200Pa Suction, No-Mop&No-Go Zones, 180mins Runtime ",https://www.amazon.com/roborock-Q7-Max-Navigation-Multi-Level/dp/B09NNF5RHN,https://m.media-amazon.com/images/I/612T4EUTBlL._AC_UY218_.jpg,4.2,5108,549.99,USD,$,False,1K+
"Robot Vacuum Cleaner Robot Vacuum and Mop Combo with 4000Pa Suction, Personalized Cleaning Adjustments, Self-Charging Robotic Vacuum Cleaner, Advanced Obstacle Avoidance ",https://www.amazon.com/ROPVACNIC-Personalized-Adjustments-Self-Charging-Avoidance/dp/B0D223G4QZ,https://m.media-amazon.com/images/I/611nS4G21fL._AC_UY218_.jpg,3.5,405,,,,False,
"Tikom Robot Vacuum and Mop, L8000 Laser LiDAR Navigation Robotic Vacuum, 3000Pa Suction, 150Mins Max, 45dB, 14 No-Go Zones, 20 Virtual Walls, Self-Charging, Good for Pet Hair, Carpet, Hard Floor ",https://www.amazon.com/Tikom-L8000-Navigation-Robotic-Self-Charging/dp/B0CSFM1JJG,https://m.media-amazon.com/images/I/71XUqVWLs4L._AC_UY218_.jpg,4.5,852,189.99,USD,$,False,400+
"3-in-1 Robot Vacuum and Mop Combo, Self Emptying Station for 60 Days, Robotic Vacuum Cleaner with LiDAR Navigation & Max Strong 4500Pa Suction, WiFi/App/Alexa Self-Charging Replaceable Dust Bag ",https://www.amazon.com/Loorow-Emptying-Navigation-Self-Charging-Replaceable/dp/B0CLNK8MH4,https://m.media-amazon.com/images/I/71dBsTv7kKL._AC_UY218_.jpg,4.3,580,329.99,USD,$,False,300+
"Tikom Robot Vacuum and Mop Combo with LiDAR Navigation, L9000 Robotic Vacuum Cleaner with 4000Pa Suction,150Min Max, 14 No-Go Zones, Smart Mapping, Good for Pet Hair, Carpet, Hard Floor ",https://www.amazon.com/Tikom-Navigation-L9000-Robotic-Cleaner/dp/B0D1BY5VTM,https://m.media-amazon.com/images/I/71WbNY3VzGL._AC_UY218_.jpg,4.4,812,169.99,USD,$,False,300+
"AIRROBO Robot Vacuum Cleaner - Robotic Vacuums with 2800Pa Suction Power, Ideal for Pet Hair, Hard Floors, and Low Carpets - Self-Charging, App Control - 120 Minutes Runtime. ",https://www.amazon.com/AIRROBO-Robot-Vacuum-Cleaner-Self-Charging/dp/B0D2HWMYXQ,https://m.media-amazon.com/images/I/71a97HUEpUL._AC_UY218_.jpg,4.2,111,149.99,USD,$,False,500+
"iRobot Roomba j9+ Self-Emptying Robot Vacuum – More Powerful Suction, Identifies and Avoids Obstacles Like pet Waste, Empties Itself for 60 Days, Best for Homes with Pets, Smart Mapping, Alexa​ ",https://www.amazon.com/iRobot-Roomba-Self-Emptying-Robot-Vacuum/dp/B0C415NHBM,https://m.media-amazon.com/images/I/81HdMXcIYTL._AC_UY218_.jpg,3.9,515,848.94,USD,$,False,800+
"dreame L20 Ultra Robot Vacuum and Mop with Mop-Extend, Auto Mop Removal & Raising, Washing and Drying, 7000Pa Suction, Self-Emptying, Self-Refilling, AI Obstacle Avoidance ",https://www.amazon.com/dreame-Mop-Extend-Self-Emptying-Self-Refilling-Avoidance/dp/B0CC236CLT,https://m.media-amazon.com/images/I/71iNk4UTPDL._AC_UY218_.jpg,4.1,332,1299.99,USD,$,False,100+
"AIRROBO Robot Vacuum and Mop Combo, Self-Emptying, 60-Day Capacity, Home Mapping, Schedule, Wi-Fi/App/Alexa/Remote, 180mins Runtime, T20+ Robotic Vacuum Cleaner for Pet, Hard Floors, Carpet ",https://www.amazon.com/AIRROBO-Self-Emptying-Capacity-Schedule-T20/dp/B0CQC24STL,https://m.media-amazon.com/images/I/71sI8w5GuDL._AC_UY218_.jpg,4.3,325,299.99,USD,$,False,800+
"Shark UR2500SR AI Ultra Robot Vacuum with Self-Empty Base, Bagless, 30-Day Capacity, LIDAR Navigation, Compatible with Alexa, WiFi Connected, Black ",https://www.amazon.com/Shark-Ultra-Robot-Vacuum-Self-Empty/dp/B0BPC54599,https://m.media-amazon.com/images/I/71KiButYQWL._AC_UY218_.jpg,4.0,39,399.99,USD,$,False,100+
"Lefant M310 Robot Vacuum Cleaner-4500Pa Powerful Suction, PreciSense Obstacle Avoidance, Slim, Quite, 160 Mins Self-Charging Robotic Vacuums, App/Voice/Remote, Ideal for Pet Hair Hard Floors, Gray ",https://www.amazon.com/Lefant-M310-Cleaner-4500Pa-PreciSense-Self-Charging/dp/B0CS8X8K85,https://m.media-amazon.com/images/I/81ESYVXtKuL._AC_UY218_.jpg,4.2,1363,129.99,USD,$,False,400+
"Robot Vacuum and Mop Combo, 2 in 1 Mopping Robot Vacuum Cleaner with Schedule, Wi-Fi/App, 1400Pa Max Suction, Self-Charging Robotic Vacuum, Slim, Ideal for Hard Floor, Pet Hair, Low-Pile Carpet ",https://www.amazon.com/Robot-Vacuum-Mop-Combo-Self-Charging/dp/B0CB3ZPD4K,https://m.media-amazon.com/images/I/61QAM6nh1jL._AC_UY218_.jpg,3.6,652,121.97,USD,$,False,50+
eufy BoostIQ RoboVac 11S MAX ,https://www.amazon.com/eufy-BoostIQ-Powerful-Self-Charging-Medium-Pile/dp/B081J646XW,https://m.media-amazon.com/images/I/71W7z7lPYuL._AC_UY218_.jpg,4.3,724,129.99,USD,$,False,100+
"Shark AV911S EZ Robot Vacuum with Self-Empty Base, Bagless, Row-by-Row Cleaning, Perfect for Pet Hair, Compatible with Alexa, Wi-Fi, Gray, 30 Day Capacity ",https://www.amazon.com/Shark-AV911S-Self-Empty-Cleaning-Compatible/dp/B08WJMN2YG,https://m.media-amazon.com/images/I/71knjo3Uz4L._AC_UY218_.jpg,4.3,3915,439.0,USD,$,False,
